,id заказа,id экскурсии,Количество билетов,Статус,Дата создания,Дата оплаты,Цена,Способ оплаты,Валюта оплаты,Устройство
59,1530123236,22722,2,cleared,2021-06-03 13:36:30.118293,2021-06-03 13:38:06.721536,701.0,deposit,RUB,Mobile
60,1530056300,14196,1,cleared,2021-04-06 11:36:55.009201,2021-04-06 11:39:03.990968,141.0,deposit,RUB,Desktop
61,1530180670,31198,2,cleared,2021-07-11 12:19:50.818572,2021-07-12 13:37:42.815648,445.0,deposit,RUB,Mobile
62,1530074477,28191,1,held,2021-04-25 18:51:50.001229,2021-05-01 09:27:19.174406,111.0,deposit,RUB,Mobile
63,1530292127,31470,7,canceled_by_host,2021-09-25 16:39:09.396684,,1187.0,deposit,RUB,Phablet
64,1530251563,35021,2,held,2021-08-23 22:05:38.834990,2021-08-23 22:08:35.466768,4351.0,full_pay,EUR,Desktop
65,1530296069,16307,1,canceled_by_attendee,2021-09-29 11:47:26.392216,2021-09-29 11:47:52.123182,148.0,post_pay,RUB,Desktop
66,1530094925,26576,2,cleared,2021-05-08 15:16:57.136598,2021-05-08 15:20:01.315023,853.0,deposit,RUB,Mobile
67,1530304812,20301,2,held,2021-10-07 09:54:36.059898,2021-11-01 15:47:31.895685,334.0,deposit,RUB,Mobile
68,1530122452,34277,2,cleared,2021-06-02 21:55:05.235755,2021-06-02 21:55:46.642737,464.0,post_pay,RUB,Mobile
69,1530017286,28801,2,canceled_by_attendee,2021-01-21 17:27:56.702892,,260.0,full_pay,RUB,Mobile
70,1530198732,24881,1,confirmed,2021-07-22 21:05:35.043927,2021-07-22 21:06:25.541994,167.0,post_pay,RUB,Desktop
71,1530037196,13160,1,cleared,2021-03-10 14:13:55.001401,,0.0,deposit,RUB,
72,1530315904,35635,2,canceled_by_host,2021-10-17 23:18:41.938970,,1719.0,,USD,Mobile
73,1530295758,36473,2,cleared,2021-09-28 23:17:20.210658,2021-09-28 23:25:42.536930,1855.0,deposit,RUB,Desktop
74,1530313995,26577,3,held,2021-10-15 21:52:11.599528,2021-10-17 11:51:28.546904,835.0,deposit,RUB,Mobile
75,1530277804,32739,2,canceled_by_attendee,2021-09-13 16:42:05.527744,,5981.0,deposit,EUR,Desktop
76,1530203902,22914,2,cleared,2021-07-25 22:43:32.012496,2021-07-25 22:44:14.020313,479.0,post_pay,RUB,Mobile
77,1530262649,24509,10,canceled_by_host,2021-09-01 13:46:10.191759,,5771.0,,EUR,Desktop
78,1530061804,29651,2,cleared,2021-04-13 08:43:39.144058,2021-04-13 08:44:36.658998,371.0,full_pay,RUB,Phablet
79,1530061466,29843,3,held,2021-04-12 17:55:57.995758,2021-06-30 15:48:15.751127,1042.0,deposit,USD,Mobile
80,1530175867,28611,3,cleared,2021-07-07 23:56:05.139076,2021-07-07 23:57:55.742682,1288.0,deposit,RUB,Desktop
81,1530195591,27207,5,held,2021-07-20 23:09:09.381787,2021-07-20 23:12:00.421974,556.0,full_pay,RUB,Mobile
82,1530363839,27463,2,canceled_by_attendee,2021-12-30 10:46:32.609475,2021-12-30 11:06:36.934011,349.0,deposit,RUB,Desktop
83,1530057961,31973,4,held,2021-04-08 13:08:17.844738,2021-04-08 13:14:09.459402,564.0,full_pay,RUB,Desktop
84,1530257593,28651,2,cleared,2021-08-28 07:39:10.758983,2021-08-28 07:40:14.777136,223.0,deposit,RUB,Mobile
85,1530194884,23196,2,canceled_by_attendee,2021-07-20 15:24:04.074239,,371.0,,RUB,Mobile
86,1530040738,24970,1,held,2021-03-16 18:41:32.976824,2021-04-01 15:49:12.008808,334.0,deposit,RUB,Phablet
87,1530245676,17116,2,cleared,2021-08-20 01:58:48.623487,2021-08-20 02:00:08.675819,260.0,deposit,RUB,Mobile
88,1530065517,3051,2,held,2021-04-17 12:31:50.532460,2021-04-17 12:34:25.149397,260.0,full_pay,RUB,Mobile
89,1530323481,3051,3,held,2021-10-27 09:05:45.531228,2021-10-27 09:06:31.708976,390.0,full_pay,RUB,Mobile
90,1530243825,21828,4,canceled_by_attendee,2021-08-18 21:04:36.937921,,2226.0,deposit,RUB,Mobile
91,1530352202,22186,5,canceled_by_attendee,2021-12-13 11:58:11.790558,,761.0,deposit,RUB,Desktop
92,1530346507,30325,2,canceled_by_attendee,2021-12-03 07:59:51.258510,,742.0,deposit,RUB,Phablet
93,1530351940,33978,1,canceled_by_attendee,2021-12-12 20:34:05.702556,2021-12-12 20:37:03.852918,233.0,deposit,USD,
94,1530314950,37555,2,canceled_by_attendee,2021-10-16 21:22:45.927038,2021-10-16 21:23:03.538199,1590.0,post_pay,USD,Mobile
95,1530227430,31755,2,held,2021-08-09 12:05:39.183752,2023-12-08 08:22:42.251274,130.0,deposit,RUB,Desktop
96,1530031748,25556,1,canceled_by_attendee,2021-03-01 00:36:25.545377,,194.0,,RUB,Mobile
97,1530135960,32073,1,canceled_by_host,2021-06-10 21:23:20.447151,2021-06-10 21:24:17.639388,556.0,post_pay,RUB,Mobile
98,1530335200,17738,3,cleared,2021-11-10 21:55:57.272647,2021-11-10 21:56:46.729928,935.0,post_pay,RUB,Phablet
99,1530209207,22979,1,held,2021-07-29 09:35:36.626418,2021-07-29 09:37:29.810074,334.0,full_pay,RUB,Mobile
100,1530080818,33764,3,held,2021-04-30 14:38:28.289014,2021-05-08 18:18:35.310527,1493.0,full_pay,RUB,Mobile
101,1530209584,14407,1,canceled_by_attendee,2021-07-29 13:13:56.634969,,165.0,,RUB,Mobile
102,1530307268,31608,2,canceled_by_attendee,2021-10-09 10:05:00.037757,2021-10-09 10:05:14.946916,1855.0,post_pay,RUB,Mobile
103,1530357169,30325,4,canceled_by_attendee,2021-12-21 12:23:20.288729,,2486.0,,RUB,
104,1530151760,34277,2,canceled_by_attendee,2021-06-20 09:05:02.580937,2021-06-20 10:31:07.142627,464.0,post_pay,RUB,Mobile
105,1530289910,27485,3,canceled_by_attendee,2021-09-23 19:29:20.586932,2021-09-23 19:29:31.520754,798.0,post_pay,RUB,Phablet
106,1530195847,32645,1,canceled_by_host,2021-07-21 09:08:10.957809,2021-07-21 09:08:41.019493,556.0,post_pay,RUB,Mobile
107,1530011364,30526,1,cleared,2021-01-04 22:22:38.947165,2021-01-04 22:23:57.591215,45.0,full_pay,EUR,Tablet
108,1530281205,19941,2,cleared,2021-09-16 12:15:50.051056,2021-10-04 12:20:08.603133,927.0,deposit,USD,Mobile
109,1530030957,16145,2,cleared,2021-02-27 13:30:19.700905,2021-02-27 15:28:53.965584,3942.0,deposit,USD,Mobile
110,1530295291,22416,2,cleared,2021-09-28 15:44:07.390563,2021-09-28 15:51:34.920501,445.0,post_pay,RUB,Desktop
111,1530025683,29647,2,cleared,2021-02-16 09:11:10.048710,2021-03-01 15:51:49.171453,1113.0,deposit,RUB,
112,1530364724,17738,1,canceled_by_attendee,2021-12-31 05:48:37.942459,2021-12-31 05:48:49.877220,334.0,post_pay,RUB,Mobile
113,1530070389,22186,1,canceled_by_attendee,2021-04-22 09:07:25.296891,,167.0,,RUB,Desktop
114,1530086705,29271,1,canceled_by_attendee,2021-05-04 05:49:21.056671,2021-05-04 05:57:30.382766,411.0,post_pay,RUB,Mobile
115,1530052691,22186,2,cleared,2021-04-01 22:04:45.931850,2021-04-01 22:05:16.177229,315.0,post_pay,RUB,Desktop
116,1530205443,30556,1,held,2021-07-26 21:10:42.599912,2021-08-02 19:56:39.079860,482.0,deposit,RUB,Phablet
117,1530307258,31608,1,canceled_by_attendee,2021-10-09 09:56:22.633750,2021-10-09 09:56:53.281165,1855.0,post_pay,RUB,Mobile
118,1530340177,30973,1,canceled_by_attendee,2021-11-20 12:47:44.756752,2021-11-20 12:48:31.903242,2774.0,deposit,EUR,Mobile
119,1530335769,34719,1,cleared,2021-11-11 22:11:36.625717,2021-11-11 22:27:10.684722,184.0,deposit,RUB,Mobile
120,1530019505,22206,2,cleared,2021-01-29 22:49:07.697533,2021-01-29 22:51:53.629274,264.0,deposit,RUB,Desktop
121,1530358569,14507,1,cleared,2021-12-23 16:34:31.538691,2021-12-23 16:45:55.957613,473.0,deposit,RUB,Desktop
122,1530264249,26580,3,held,2021-09-02 22:14:21.439527,2021-09-05 14:49:57.563263,965.0,deposit,RUB,Mobile
123,1530304484,31320,2,canceled_by_attendee,2021-10-06 21:21:08.986288,,538.0,deposit,RUB,Desktop
124,1530056559,24580,2,cleared,2021-04-06 16:59:44.723272,2021-04-06 17:07:04.125363,1484.0,deposit,RUB,Desktop
125,1530333682,3051,2,held,2021-11-07 19:58:48.333859,2021-11-07 20:02:30.321097,260.0,full_pay,RUB,Mobile
126,1530107390,17413,2,canceled_by_attendee,2021-05-20 23:57:44.963257,2021-05-21 00:03:19.065925,334.0,post_pay,RUB,Mobile
127,1530257856,25670,2,cleared,2021-08-28 10:43:52.128058,2021-08-28 10:44:13.471353,241.0,post_pay,RUB,Mobile
128,1530107347,17022,1,canceled_by_attendee,2021-05-20 22:39:37.629723,2021-05-20 22:44:39.223454,111.0,post_pay,RUB,Mobile
129,1530329065,30556,1,held,2021-11-02 16:06:37.402644,2021-11-12 12:41:55.964092,482.0,deposit,RUB,
130,1530117959,3051,2,held,2021-05-30 16:22:46.738715,2021-05-30 16:26:25.477018,260.0,full_pay,RUB,Mobile
131,1530204168,35417,3,canceled_by_host,2021-07-26 09:03:10.992367,2021-07-26 09:10:35.672092,2974.0,deposit,RUB,Phablet
132,1530097036,26214,2,held,2021-05-10 12:07:03.155830,2021-05-18 23:19:11.433909,185.0,deposit,RUB,Mobile
133,1530134749,33613,2,canceled_by_attendee,2021-06-10 10:31:33.874562,2021-06-10 10:33:45.046378,537.0,post_pay,USD,Desktop
134,1530034851,29461,1,canceled_by_attendee,2021-03-06 11:19:04.751698,,278.0,,RUB,Mobile
135,1530150701,34145,2,cleared,2021-06-19 13:56:35.043781,2021-06-19 14:05:12.530660,260.0,full_pay,RUB,Mobile
136,1530211003,29459,2,cleared,2021-07-30 13:07:13.627629,2021-07-30 13:16:26.955019,668.0,deposit,RUB,Desktop
137,1530040608,28191,1,cleared,2021-03-16 15:15:14.967586,2021-03-18 00:09:01.033588,111.0,deposit,RUB,Desktop
138,1530080642,24150,2,held,2021-04-30 12:51:08.216747,2021-04-30 12:55:01.696410,816.0,full_pay,RUB,Desktop
139,1530143075,30342,1,held,2021-06-14 17:52:28.698744,2021-06-14 17:58:27.528464,139.0,full_pay,RUB,Mobile
140,1530266242,35294,5,cleared,2021-09-04 16:00:42.336292,2021-09-04 16:01:59.009751,877.0,full_pay,RUB,Mobile
141,1530257937,36871,6,cleared,2021-08-28 11:26:02.608068,2021-08-28 12:04:29.588684,1020.0,deposit,RUB,Desktop
142,1530163957,28866,3,cleared,2021-06-28 20:58:48.404247,2021-07-07 15:08:56.294869,657.0,deposit,RUB,Mobile
143,1530091329,16314,1,cleared,2021-05-06 13:51:02.848097,2021-05-06 13:51:47.748393,315.0,post_pay,RUB,Mobile
144,1530220214,22979,2,held,2021-08-05 09:04:36.424755,2021-08-05 09:08:23.836736,668.0,full_pay,RUB,Desktop
145,1530190249,29565,1,canceled_by_attendee,2021-07-17 17:01:30.248607,,481.0,,USD,Mobile
146,1530355004,31091,1,cleared,2021-12-17 22:53:29.743951,2021-12-17 22:54:41.947578,390.0,deposit,USD,Mobile
147,1530068279,13160,1,cleared,2021-04-20 08:56:50.093617,,0.0,deposit,RUB,
148,1530044193,22114,2,cleared,2021-03-21 17:48:35.735062,2021-03-21 17:50:32.624800,315.0,post_pay,RUB,Mobile
149,1530065226,26591,2,cleared,2021-04-17 07:07:09.018228,2021-04-18 14:11:13.404943,352.0,deposit,RUB,Mobile
150,1530008152,22114,2,cleared,2021-01-01 12:36:49.646353,2021-01-01 12:37:45.375325,334.0,full_pay,RUB,Mobile
151,1530197798,26577,4,cleared,2021-07-22 11:29:35.580013,2021-07-22 11:53:42.903243,1132.0,deposit,RUB,Phablet
152,1530137571,22722,4,cleared,2021-06-11 18:42:30.360859,2021-06-11 18:47:57.173993,1214.0,deposit,RUB,Mobile
153,1530263213,36978,2,cleared,2021-09-01 23:32:00.959434,2021-09-01 23:34:12.759231,556.0,deposit,RUB,Desktop
154,1530353118,21732,2,canceled_by_attendee,2021-12-14 21:18:33.946713,2021-12-14 21:19:05.966347,238.0,post_pay,RUB,Desktop
155,1530321989,28866,1,held,2021-10-25 12:04:10.309573,2021-12-22 16:31:09.919518,219.0,deposit,RUB,Mobile
156,1530108915,27583,3,canceled_by_attendee,2021-05-22 13:00:43.191083,,473.0,deposit,RUB,Mobile
157,1530262141,26576,2,cleared,2021-08-31 21:54:21.510464,2021-08-31 21:57:21.328431,927.0,deposit,RUB,Mobile
158,1530165497,29521,1,canceled_by_attendee,2021-06-30 10:11:27.150611,2021-06-30 10:12:00.835014,427.0,post_pay,RUB,Desktop
159,1530254100,17366,3,cleared,2021-08-25 17:11:19.502808,2021-08-25 17:12:08.410007,278.0,post_pay,RUB,Mobile
160,1530250860,22969,2,cleared,2021-08-23 13:38:29.970476,2021-08-23 14:05:50.174607,209.0,deposit,USD,Mobile
161,1530157038,22979,2,held,2021-06-23 17:05:49.949066,2021-06-23 17:06:38.229612,649.0,full_pay,RUB,Mobile
162,1530170246,34783,1,deleted,2021-07-03 20:17:57.055875,,306.0,full_pay,RUB,Desktop
163,1530121581,29025,2,cleared,2021-06-02 11:22:31.777436,2021-07-06 20:09:09.107775,461.0,deposit,RUB,Desktop
164,1530291031,28720,2,cleared,2021-09-24 18:29:46.732250,2021-09-24 18:30:20.907328,1039.0,deposit,RUB,Mobile
165,1530232435,16940,2,cleared,2021-08-12 06:57:31.945202,2021-08-12 06:58:16.896739,555.0,deposit,RUB,Mobile
166,1530343006,2865,3,canceled_by_attendee,2021-11-25 23:16:44.337751,,836.0,full_pay,EUR,Desktop
167,1530021153,30463,3,canceled_by_attendee,2021-02-03 22:43:42.253198,,417.0,full_pay,RUB,Mobile
168,1530288148,14196,1,canceled_by_attendee,2021-09-22 09:52:05.016631,,165.0,deposit,RUB,Mobile
169,1530196197,19995,2,cleared,2021-07-21 12:09:29.599973,2021-07-21 12:19:49.773747,983.0,deposit,RUB,Desktop
170,1530335727,32088,2,held,2021-11-11 20:56:02.421316,2021-11-11 20:59:10.995420,445.0,full_pay,RUB,Phablet
171,1530225371,31553,1,canceled_by_attendee,2021-08-08 09:07:51.105245,,742.0,,RUB,Mobile
172,1530320698,25371,1,held,2021-10-23 17:50:31.903337,2021-10-23 17:54:33.733273,553.0,full_pay,USD,Mobile
173,1530337072,19546,1,cleared,2021-11-14 13:20:34.280374,2021-11-14 13:37:55.064953,278.0,deposit,RUB,Desktop
174,1530278083,30248,4,cleared,2021-09-13 21:06:17.613756,2021-09-13 21:12:18.166901,1076.0,post_pay,RUB,Mobile
175,1530292312,18898,2,cleared,2021-09-25 19:49:35.837381,2021-09-25 19:50:01.001028,315.0,post_pay,RUB,Mobile
176,1530008115,25691,1,cleared,2021-01-01 11:55:43.497537,2021-01-01 12:02:56.926658,135.0,deposit,RUB,Desktop
177,1530312491,36503,1,canceled_by_attendee,2021-10-14 11:37:14.839318,2021-10-14 11:39:07.480794,384.0,post_pay,EUR,Desktop
178,1530118265,29448,3,canceled_by_attendee,2021-05-30 20:33:14.429454,2021-05-30 20:33:55.811011,965.0,post_pay,RUB,Mobile
179,1530132603,18536,1,canceled_by_host,2021-06-09 01:43:37.947094,,241.0,,RUB,Desktop
180,1530327962,35366,1,canceled_by_host,2021-11-01 12:47:39.132805,2021-11-01 12:48:21.029371,185.0,post_pay,RUB,Desktop
181,1530060362,20902,2,cleared,2021-04-11 11:10:41.382092,2021-04-11 11:12:54.561561,816.0,deposit,RUB,Mobile
182,1530067708,22722,3,cleared,2021-04-19 15:31:57.430133,2021-06-10 17:22:07.139915,1007.0,deposit,RUB,Desktop
183,1530080763,31462,1,canceled_by_host,2021-04-30 14:09:30.257957,2021-04-30 14:14:26.318245,335.0,deposit,RUB,Mobile
184,1530283028,28866,2,held,2021-09-17 19:30:42.307224,2021-10-08 14:59:32.756446,664.0,deposit,RUB,Mobile
185,1530082412,16582,2,canceled_by_attendee,2021-05-01 14:42:44.102174,2021-05-01 14:43:27.215425,367.0,post_pay,RUB,Mobile
186,1530065931,22722,2,canceled_by_attendee,2021-04-17 20:03:46.575713,,666.0,,RUB,Mobile
187,1530247742,28590,2,cleared,2021-08-21 11:38:58.515669,2021-08-21 11:42:32.265697,742.0,deposit,RUB,Mobile
188,1530283248,21544,2,canceled_by_attendee,2021-09-17 23:04:22.047287,2021-09-17 23:08:49.657765,2852.0,post_pay,EUR,Desktop
189,1530305532,19917,11,canceled_by_attendee,2021-10-07 19:19:08.310897,2021-10-07 19:19:17.016982,1289.0,post_pay,RUB,Mobile
190,1530034820,20429,6,cleared,2021-03-06 10:40:06.953445,2021-03-06 10:40:40.544642,5807.0,post_pay,EUR,Mobile
191,1530106704,29099,6,cleared,2021-05-20 10:36:49.791879,2021-05-20 10:43:20.729908,854.0,deposit,RUB,Desktop
192,1530035743,29025,2,cleared,2021-03-07 15:25:03.783486,2021-07-15 13:29:53.239232,446.0,deposit,RUB,Desktop
193,1530054628,21649,2,confirmed_by_host,2021-04-04 10:45:59.922824,,1561.0,deposit,USD,Mobile
194,1530018896,16617,2,canceled_by_attendee,2021-01-28 14:28:51.806469,,479.0,,RUB,Desktop
195,1530275946,30248,1,cleared,2021-09-12 07:59:19.210697,2021-09-12 07:59:39.551129,269.0,post_pay,RUB,Mobile
196,1530294071,31575,4,canceled_by_attendee,2021-09-27 13:57:03.774720,2021-09-27 14:12:53.800950,554.0,deposit,RUB,Desktop
197,1530084124,27320,1,held,2021-05-02 14:51:32.769339,2021-05-13 13:05:57.483503,297.0,deposit,RUB,Mobile
198,1530353386,32763,3,cleared,2021-12-15 12:34:14.436035,2021-12-15 12:36:23.229607,501.0,deposit,RUB,Desktop
199,1530114896,31894,2,canceled_by_attendee,2021-05-28 00:32:46.612800,2021-05-28 00:34:03.123751,549.0,post_pay,RUB,Phablet
200,1530120927,3051,1,held,2021-06-01 20:47:57.625334,2021-06-01 20:52:42.622162,130.0,full_pay,RUB,Desktop
201,1530257041,28866,1,cleared,2021-08-27 18:17:57.896148,2021-08-27 18:22:10.963337,219.0,deposit,RUB,Desktop
202,1530095074,21732,2,canceled_by_attendee,2021-05-08 16:51:38.930244,2021-05-08 16:52:39.543439,293.0,post_pay,RUB,Tablet
203,1530063233,21732,2,cleared,2021-04-14 18:46:19.160011,2021-04-14 18:47:43.792802,293.0,deposit,RUB,Desktop
204,1530030196,30096,2,cleared,2021-02-25 21:14:03.575669,2021-02-25 21:18:59.732963,436.0,deposit,RUB,Mobile
205,1530035709,29033,2,held,2021-03-07 14:47:40.745334,2021-03-12 11:14:24.969723,445.0,deposit,RUB,Desktop
206,1530333807,22885,2,cleared,2021-11-08 08:09:12.598111,2021-11-08 08:11:34.939032,590.0,deposit,RUB,Mobile
207,1530111320,22879,3,canceled_by_attendee,2021-05-24 19:08:01.459698,,1482.0,,RUB,Desktop
208,1530247402,35932,3,cleared,2021-08-21 06:55:51.757053,2021-08-21 06:57:43.646287,343.0,deposit,RUB,Mobile
209,1530147781,14507,4,canceled_by_attendee,2021-06-17 17:17:29.222767,,542.0,,RUB,Desktop
210,1530296621,27485,1,canceled_by_attendee,2021-09-29 21:14:09.786326,,297.0,,RUB,Desktop
211,1530115494,17366,22,canceled_by_attendee,2021-05-28 15:09:49.199729,2021-05-28 15:15:41.209666,1716.0,post_pay,RUB,Desktop
212,1530108146,26573,1,canceled_by_attendee,2021-05-21 18:33:58.881560,,139.0,,RUB,Desktop
213,1530299849,34277,4,canceled_by_attendee,2021-10-02 20:00:42.486827,2021-10-02 20:00:58.333712,668.0,post_pay,RUB,Mobile
214,1530329603,34018,1,held,2021-11-03 09:26:53.779086,2022-03-27 11:22:40.347686,167.0,deposit,RUB,Mobile
215,1530168936,28681,3,canceled_by_attendee,2021-07-02 20:42:13.885043,2021-07-02 20:42:37.540541,872.0,post_pay,RUB,Mobile
216,1530019964,14196,2,cleared,2021-01-31 11:32:22.696997,2021-01-31 11:34:25.610488,278.0,deposit,RUB,Mobile
217,1530364042,33577,3,held,2021-12-30 13:19:19.636035,2022-01-10 10:10:58.880087,649.0,deposit,RUB,Mobile
218,1530106423,32661,3,held,2021-05-19 23:00:40.128372,2021-05-19 23:10:26.444072,1219.0,full_pay,RUB,Mobile
